title,year,language,episode_season_duration,genre,creators,stars,official_sites,links,description,votes,rating,trailer
Dora and Friends: Into the City!,2014– ,English,23min,"Animation,Adventure,Family","Fatima Ptacek,Brittany Chen,Eduardo Cárdenas Aristizábal",,"Official site,Official Site","http://www.nickjr.com/kids/dora-and-friends/,http://www.nickjr.tv/dora-and-friends/","Dora goes to school and lives in Playa Verde, which is a city. Together with the explorer girls Emma, Kate, Naiya, and Alana and her only male companion, Pablo, Dora and her friends work together and go on amazing adventures while discovering the secrets of their city. Dora has a magical charm bracelet and a smart phone, complete with an app version of the previous Ma...",249000,3.7,https://imdb.com/video/vi1310113561?playlistId=tt4048256&ref_=tt_ov_vi
Monsters and Mysteries in America,2013– ,English,,"Documentary,Mystery","Roger Rose,Lyle Blackburn,Jean Claude Leuyer",,,,Documents the sightings of monsters and brings in the witnesses as well.,349000,7.0,
Abismo de pasión,2012,Spanish,45min,"Drama,Romance","Blanca Guerra,Sabine Moussier,Eugenia Cauduro",,,,"Childhood friends Elisa, Damian, and Gael meet again as adults and their relationship strains under the weight of their warring families and romantic entanglements.",270000,7.0,
Beyond Westworld,1980,,1h,"Action,Crime,Mystery,Sci-Fi","Michael Crichton,Lou Shaw","Jim McMullan,James Wainwright,William Jordan",,,"The security chief of an android manufacturing company must stop a mad scientist, who's sending the failed theme park's androids to infiltrate society for his own ends.",244000,4.6,
Dororo,1968– ,Japanese,,"Animation,Action,Fantasy","Haruko Kitahama,Minori Matsushima,Shûsei Nakamura",,,,A samurai must retrieve his 48 body parts that were stolen from him when he was a baby so he can defeat the 48 demons that were made from his body parts.,156000,7.5,
Level Up,2012–2013,English,30min,"Action,Comedy,Sci-Fi","Derek Guiley,David Schneiderman","Gaelan Connell,Connor Del Rio,Jessie T. Usher","Official Facebook,Official site","http://www.facebook.com/levelup,http://www.cartoonnetwork.com/tv_shows/level-up/index.html",A group of teens fight video game creatures in the real world.,905000,4.3,https://imdb.com/video/vi1819713817?playlistId=tt1933836&ref_=tt_ov_vi
Celebrity Love Island,2005–2006,English,1h 30min,"Reality-TV,Romance","Patrick Kielty,Fearne Cotton,Sophie Anderton",,ITV (United Kingdom),http://loveisland.itv.com/,"12 Z-list celebrity, famed in the UK for their sexual behavior, are being put together on a paradise island in Fiji where the viewers can see them hopefully copulate.",122000,2.5,
Wacky Races,2017–2019,English,30min,"Animation,Comedy,Family,Fantasy,Sport","Diedrich Bader,Nicole Parker,Billy West",,Boomerang,http://www.boomerang.com/,"A reboot of the 1968 Hanna-Barbera Classic ""Wacky Races (1968)"" that updates the formula for the new generation, while still retaining the classic feel of the original.",139000,5.7,
Meet the Barkers,2005– ,English,30min,Reality-TV,"Travis Barker,Shanna Moakler,Landon Barker",,MTV,http://www.mtv.com/onair/dyn/meet_the_barkers/series.jhtml,"A talented drummer from Blink 182 and the Transplants, marries Shanna Moakler a actor and model. A look at their life at home and building their family",180000,4.7,
Far Out Space Nuts,1975–1976,English,30min,"Comedy,Family,Sci-Fi","Earle Doud,Marty Krofft,Sid Krofft","Bob Denver,Chuck McCann,Patty Maloney",Official Site,http://www.sidandmartykrofft.com/show/far-out-space-nuts/,The misadventures of two maintenance workers who are accidentally launched into space.,222000,6.4,
"Hey, Jeannie!",1956–1957,English,30min,Comedy,Charles Isaacs,"Jeannie Carson,Allen Jenkins,Jane Dulo",,,"Jeannie MacLennan, a cheerful and carefree Scottish woman, arrives in New York without a job or knowing anyone. Cabbie Al Murray is one of the first people she meets and he agrees to sponsor her. Jeannie moves in with Al and his sister Liz, enchanting so many with her positive personality.",35000,8.0,
Die Toten vom Bodensee,2014– ,German,1h 30min,Crime,"Matthias Koeberlin,Nora von Waldstätten,Hary Prinz",,,,A German-Austrian crime series which features the detectives Oberländer and Zeiler who are investigating murder cases across the national border. Shot mainly on locations in the city of Bregenz and the surrounding area at Lake Constance.,184000,6.8,
Alice in Paris,2016– ,"English,French",,Comedy,"Alysse Hallali,Alix Bénézech,Nathanaël Bez",,Official Facebook,https://www.facebook.com/aliceinparis2016/,Alice is a young woman living in Paris. She has a special gift: absolute taste. She knows how to recognize every taste in the world. But would that be enough to make it into the big world of gastronomy in Paris ?,145000,8.7,
Bill & Ted's Excellent Adventures,1990–1991,English,30min,"Animation,Adventure,Comedy,Family,Fantasy,Sci-Fi","Alex Winter,Keanu Reeves,George Carlin",,,,The further time travelling adventures of those two most excellent dudes.,1700,6.5,https://imdb.com/video/vi2073803545?playlistId=tt0098752&ref_=tt_ov_vi
Watashi ga motenai no wa dô kangaetemo omaera ga warui!,2013,"Japanese,English",25min,"Animation,Comedy,Drama",Nico Tanigawa,"Izumi Kitta,Ayaka Asai,Monica Rial",Official site (Japan),http://watamote.jp/,"Kuroki Tomoko is a super popular female schoolgirl, with 50 years experience in dating and more than 100 boys - but just in the dating video games. In real life is a closed and shy person who comes within the definition of mojyo (a repulsive woman). However, when school is not doing as she expected and is not as popular as she thought it, she decides to look herself i...",1700,7.2,https://imdb.com/video/vi3887709465?playlistId=tt2963556&ref_=tt_ov_vi
Sherlock Holmes,1964–1968,English,50min,"Horror,Crime,Drama,Mystery","Nigel Stock,Peter Cushing,Douglas Wilmer",,,,"A series of Sherlock Holmes adaptations, based on the stories of Sir Arthur Conan Doyle.",433000,7.6,
Usagi Doroppu,2011–2012,Japanese,24min,"Animation,Comedy,Drama","Hiroshi Tsuchida,Ayu Matsuura,Atsuko Mine",,"Official site (Japan),Production I.G (Japan)","http://www.usagi-drop.tv/,http://www.production-ig.co.jp/contents/works_sp/2800_/index.html",A man adopts his six-year-old aunt and raises her as his own kid.,2900,8.3,
Adi Mutluluk,2015,Turkish,2h,"Comedy,Drama,Romance","Kaan Yildirim,Ezgi Eyüboglu,Dilara Aksüyek",,Official site (Turkey),http://www.adimutluluk.tv.tr/,The story of two strangers (Batu and Kumsal) who arrive in Istanbul from Izmir to look for happiness.,166000,4.5,
Yo-kai Watch,2015– ,English,,"Animation,Action,Comedy,Fantasy","Johnny Yong Bosch,Melissa Hutchison,Brent Pendergrass",,"CompanyName,Official site","http://www.dentsuentertainment.com/,http://www.yo-kai-world.com/","Nate, a young boy, stumbles upon the mysterious Yo-Kai Watch. Which allows him to see normally invisible Yo-Kai, mischievous beings from another dimension.",473000,6.0,https://imdb.com/video/vi2761473305?playlistId=tt4523640&ref_=tt_ov_vi
Turbo FAST,2013–2016,English,23min,"Animation,Action,Comedy,Family,Sci-Fi,Sport","Reid Scott,Mike Bell,John Eric Bentley",,Official site,http://www.teamturbofast.com/,Indy 500 champion Turbo and his friends race other species and battle enemies in the snail populated world of Starlight City.,495000,6.5,https://imdb.com/video/vi2300356633?playlistId=tt3010520&ref_=tt_ov_vi
Ca$h Cab,2005– ,English,22min,Game-Show,Adam Steinman,"Ben Bailey,Gilbert Gottfried,Jim Poserina",Discovery Channel,http://dsc.discovery.com/fansites/cashcab/cashcab.html,Contestants unknowingly climb into a cab and try to win money by answering questions correctly on the way to their desired location.,2600,7.1,https://imdb.com/video/vi2716974873?playlistId=tt0790825&ref_=tt_ov_vi
Huntik: Secrets and Seekers,2009–2012,English,,"Animation,Action,Adventure,Fantasy,Mystery",Iginio Straffi,"Marc Thompson,Karen Strassman,Rebecca Soler",Official site,http://www.huntik.com/,"Lok and Sophie happen upon a journal left by Lok's father. The Organization, a group of evil Seekers, is after the book, and to survive they must join a group of good Seekers under master adventurer Dante and lone wolf Zhalia.",963000,8.3,https://imdb.com/video/vi799325465?playlistId=tt1696969&ref_=tt_ov_vi
Ask This Old House,2002– ,English,30min,"Reality-TV,Talk-Show","Kevin O'Connor,Tom Silva,Richard Trethewey",,Official site (United States),http://www.thisoldhouse.com/toh/tv/ask-toh,"Ask This Old House features some familiar faces, including Kevin O'Connor, general contractor Tom Silva, plumbing and heating expert Richard Trethewey, and landscape contractor Roger Cook. Ask This Old House solves the steady stream of home improvement problems faced by our viewers-and we make house calls!",300000,7.8,
Lauren,2012– ,English,,Drama,"Troian Bellisario,Jennifer Beals,Bradley Whitford",,,,"When a soldier reports an assault, she is forced to choose between what she loves and what is right.",406000,8.1,
Romeo and Juliet,2014– ,English,3h 20min,"Drama,Romance","Andrea Arcangeli,Andrea Bosca,Mathieu Carrière",,,,"Two teenagers fall in love, but their feuding families and fate itself cause the relationship to end in tragedy.",115000,6.1,
Shingeki no Bahamut: Genesis,2014,Japanese,24min,"Animation,Action,Fantasy","Tia Lynn Ballard,Brian Mathis,Kyle Phillips",,Official Website (Japan),http://shingekinobahamut-genesis.jp/,"The story first starts off around Favaro Leone who is a bounty hunter, collecting money off of bounties he collects (demons). Favaro Leone soon runs into Amira who has no clue what is really going on besides the fact that she must go to ""Hellheim"", a place where she can go meet her mother. Favaro Leone is then dragged onto this whole quest with her because she had cas...",1300,7.4,
Angry Boys,2011,English,29min,Comedy,Chris Lilley,"Chris Lilley,Deborah Jones,Greg Fairall","ABC (Australia),HBO (United States)","http://www.abc.net.au/tv/angryboys/,http://www.hbo.com/#/angry-boys","A mockumentary exploring the issues faced by young males in the 21st century - their influences, their pressures, their dreams and ambitions.",4400,7.7,
David and Olivia?,2018– ,English,,Comedy,"Kate Braithwaite,Sean Lerwill,Marshall Griffin",,,,A business man on the way to resolve issues in his relationship finds a woman naked in his car. He then starts an adventure that at the least is unexpected.,415000,7.3,
My Brother and Me,1994–1995,English,30min,"Comedy,Family","Calvin Brown Jr.,Ilunga Adell","Arthur Reggie III,Ralph Woolfolk IV,Jimmy Lee Newman",,,"Alfie and Dee-Dee experience how life affects them with different aspects each day, such as learning life lessons.",843000,8.1,
Woolly and Tig,2012– ,English,,Family,Brian Jameson,"Jamie Oram,Betsy McCredie,Jenny Ryan",,,"Woolly And Tig is a series of 5 minute episodes for pre-school children made by the BBC. Tig is a young girl who, with the help of her toy spider Woolly, learns how to cope with the problems faced by pre-school children everyday ranging from a visit to the dentist, sharing toys and facing the first day of school.",41000,7.7,
Partners,2012–2013,English,,"Comedy,Romance","David Kohan,Max Mutchnick","Michael Urie,David Krumholtz,Sophia Bush",,,"Two lifelong friends, who are both architects, form a business partnership.",4000,6.4,https://imdb.com/video/vi2781258265?playlistId=tt2248977&ref_=tt_ov_vi
Don't,2020,English,1h,"Comedy,Game-Show","Ryan Reynolds,Adam Scott,Wesley Claborn",,,,"A game show that offers contestants the chance to win cash by tackling hilarious tasks, each with the simple rule: ""DON'T.""",253000,5.8,https://imdb.com/video/vi2803482137?playlistId=tt10150154&ref_=tt_ov_vi
Call to Glory,1984–1985,English,1h,Drama,Ronald M. Cohen,"Craig T. Nelson,Cindy Pickett,Elisabeth Shue",,,Colonel Raynor Sarnac has to balance his family and his duty as head of a flight group facing the political tensions of the early 60's. Actual historical events are part of various stories as are the activities of three active children.,253000,7.8,
Lucky Star,2007–2008,"Japanese,English",25min,"Animation,Adventure,Comedy,Family","Aya Hirano,Emiri Kato,Kaori Fukuhara",,Official site (Japan),http://www.lucky-ch.com/,"Having fun in school, doing homework together, cooking and eating, playing video games, watching anime. All those little things make up the daily life of the anime-and chocolate-loving-Izumi Konata and her friends. Sometimes relaxing but more than often simply funny.",2000,7.4,
Blue Peter,1958– ,English,25min,Family,John Hunter Blair,"Christopher Trace,Konnie Huq,Leila Williams","BBC (United Kingdom),BBC (United Kingdom)","http://www.bbc.co.uk/bluepeter,http://www.bbc.co.uk/cult/ilove/tv/bluepeter","British childrens magazine program which has run since the end of the 50s. Aimed at kids from the age of about 6-14. The show has different segments where the presenters would show the viewers how to make things, how to care for your pet, and other features.",491000,6.5,
The Cul De Sac,2016– ,English,30min,"Drama,Mystery,Sci-Fi","Greta Gregory,Molly Leishman,Flynn Steward",,"Official Facebook,Official site","https://www.facebook.com/TVprogrammeculdesac/,http://tvnz.co.nz/the-cul-de-sac/6453460",The Cul De Sac (meaning 'dead end') is a YA drama from New Zealand about a group of teens trying to survive in a world where all the adults have suddenly vanished along with the Internet and electricity and evil forces want them dead.,131000,5.5,https://imdb.com/video/vi3183787033?playlistId=tt5660604&ref_=tt_ov_vi
Yabanci damat,2004–2007,"Turkish,Greek,English",1h,"Comedy,Drama,Romance","Engin Akyürek,Nehir Erdogan,Özgür Çevik",,"Offical site (Turkey),Official Site","http://www.yabancidamat.tv/,https://www.kanald.com.tr/yabancidamat","Nazli (Nehir Erdogan), daughter of the famous baklava seller (Erdal Özyagcilar ) in Gaziantep, finished her education in Ankara and returned to her home town. The family who is looking forward to the coming of their daughter is very pleased. Bu Nazli awaits a surprise. Kahraman Bey promised his business partner Okkes (Zeki Alasya) the marriage of his daughter and his ...",2300,6.6,
Flowers of Evil,2013,Japanese,,"Animation,Drama,Thriller","Yôko Hikasa,Mariya Ise,Patrick Mölleken",,Official site (Japan),http://akunohana-anime.jp/,"Takao worships the class beauty, Nanako, from afar. When he is alone in the classroom one day after school, he notices her bag of gym clothes on the floor. He can't resist picking it up. He plans to return it, but the next day, all the girls are commiserating with Nanako that some pervert has stolen her gym clothes. Worse than that, their classmate Sawa quietly lets h...",953000,7.6,https://imdb.com/video/vi354269209?playlistId=tt2636546&ref_=tt_ov_vi
